artist,style,genre,movement,tags,url,img,file_name
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,['Lady'],https://www.wikiart.org/en/pierre-auguste-renoir/georges-riviere-and-margot-1876,https://uploads6.wikiart.org/images/pierre-auguste-renoir/georges-riviere-and-margot-1876.jpg!Large.jpg,94595-georges-riviere-and-margot-1876.jpg
Hans Hoffmann,Northern Renaissance,portrait,Northern Renaissance,"['Head', 'Facialhair', 'Forehead', 'Sketch', 'Beard']",https://www.wikiart.org/en/hans-hoffmann/head-of-a-bearded-man,https://uploads6.wikiart.org/00202/images/hans-hoffmann/head-of-a-bearded-man-met-dp802932.jpg!Large.jpg,10177-head-of-a-bearded-man-met-dp802932.jpg
Kuzma Petrov-Vodkin,Symbolism,portrait,Symbolism,"['Face', 'Chin', 'Cheek', 'Nose', 'Forehead', 'Head']",https://www.wikiart.org/en/kuzma-petrov-vodkin/portrait-of-m-ehrenburg-1924,https://uploads1.wikiart.org/images/kuzma-petrov-vodkin/portrait-of-m-ehrenburg-1924.jpg!Large.jpg,87458-portrait-of-m-ehrenburg-1924.jpg
Josef Kriehuber,Biedermeier,portrait,Realism,,https://www.wikiart.org/en/josef-kriehuber/wladislaw-i-1828,https://uploads4.wikiart.org/00326/images/josef-kriehuber/wladislaw-i-litho-2.jpg!Large.jpg,60841-wladislaw-i-litho-2.jpg
LeRoy Neiman,Pop Art,portrait,Neo-Expressionism,,https://www.wikiart.org/en/leroy-neiman/stan-smith,https://uploads2.wikiart.org/images/leroy-neiman/stan-smith.jpg,217514-stan-smith.jpg
Thomas Gainsborough,Rococo,portrait,Rococo,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/thomas-gainsborough/john-montagu-4th-earl-of-sandwich,https://uploads6.wikiart.org/images/thomas-gainsborough/john-montagu-4th-earl-of-sandwich.jpg!Large.jpg,26575-john-montagu-4th-earl-of-sandwich.jpg
Carolus-Duran,Impressionism,portrait,Realism,,https://www.wikiart.org/en/carolus-duran/portrait-of-edouard-manet-1876,https://uploads4.wikiart.org/00121/images/carolus-duran/portrait-of-edouard-manet-1876.jpg!Large.jpg,67746-portrait-of-edouard-manet-1876.jpg
Thomas Stuart Smith,Romanticism,portrait,Romanticism,,https://www.wikiart.org/en/thomas-stuart-smith/charles-i-1600-1649-after-anthony-van-dyck,https://uploads5.wikiart.org/00309/images/thomas-stuart-smith/charles-i-1600-1649-after-anthony-van-dyck-h-39-7-x-w-31-cm-paper-canvas.jpg!Large.jpg,42240-charles-i-1600-1649-after-anthony-van-dyck-h-39-7-x-w-31-cm-paper-canvas.jpg
Georgi Mashev,Post-Impressionism,portrait,Realism,['Lady'],https://www.wikiart.org/en/georgi-mashev/portrait-of-anna-masheva-1917,https://uploads6.wikiart.org/00242/images/georgi-mashev/20403328-10213375599575576-1283048454-n.jpg!Large.jpg,77455-20403328-10213375599575576-1283048454-n.jpg
Ethel Léontine Gabain,Neo-Romanticism,"portrait,genre painting",Neo-Romanticism,,https://www.wikiart.org/en/ethel-leontine-gabain/the-dancer-and-the-canary-1949,https://uploads4.wikiart.org/00327/images/ethel-leontine-gabain/the-dancer-and-the-canary-c1949.jpg!Large.jpg,197920-the-dancer-and-the-canary-c1949.jpg
Gustave Courbet,Realism,portrait,Realism,"['male-portraits', 'famous-people', 'Castagnary', 'Gentleman', 'Facialhair']",https://www.wikiart.org/en/gustave-courbet/portrait-of-jules-antoine-castagnary-1870,https://uploads0.wikiart.org/images/gustave-courbet/portrait-of-jules-antoine-castagnary-1870.jpg,62414-portrait-of-jules-antoine-castagnary-1870.jpg
Byzantine Mosaics,Early Byzantine (c. 330–750),portrait,Byzantine Art,"['History', 'Middleages', 'Textile', 'Prophet']",https://www.wikiart.org/en/byzantine-mosaics/emperor-iustinianus-and-his-suite-547,https://uploads1.wikiart.org/00212/images/byzantine-mosaics/emperor-iustinianus-and-his-suite.jpg!Large.jpg,65-emperor-iustinianus-and-his-suite.jpg
John Singer Sargent,Realism,portrait,Realism,"['famous-people', 'female-portraits', 'Lady', 'Clothing']",https://www.wikiart.org/en/john-singer-sargent/mrs-charles-f-st-clair-anstruther-thompson-nee-agnes-1898,https://uploads3.wikiart.org/images/john-singer-sargent/mrs-charles-f-st-clair-anstruther-thompson-nee-agnes-1898.jpg!Large.jpg,73039-mrs-charles-f-st-clair-anstruther-thompson-nee-agnes-1898.jpg
Gerard van Honthorst,Baroque,portrait,Baroque,"['Beauty', 'Hairstyle', 'Longhair']",https://www.wikiart.org/en/gerard-van-honthorst/elizabeth-queen-of-bohemia-1650,https://uploads3.wikiart.org/00310/images/gerard-van-honthorst/gerrit-honthorst-elizabeth-queen-of-bohemia-1596-1662-the-winter-queen-ntiv-ashh-67280.jpg!Large.jpg,13129-gerrit-honthorst-elizabeth-queen-of-bohemia-1596-1662-the-winter-queen-ntiv-ashh-67280.jpg
Maurycy Gottlieb,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/maurycy-gottlieb/portrait-of-a-young-jewish-woman-1879,https://uploads7.wikiart.org/images/maurycy-gottlieb/portrait-of-a-young-jewish-woman-1879.jpg!Large.jpg,51630-portrait-of-a-young-jewish-woman-1879.jpg
Raja Ravi Varma,Academicism,"genre painting,portrait",Academic Art,"['Musicalinstrument', 'Stringinstrument', 'Tambura', 'Pluckedstringinstruments']",https://www.wikiart.org/en/raja-ravi-varma/kadambari-0,https://uploads2.wikiart.org/00288/images/raja-ravi-varma/kadambari-1.jpg!Large.jpg,59283-kadambari-1.jpg
Felix Vallotton,Art Nouveau (Modern),portrait,Post-Impressionism,"['male-portraits', 'famous-people', 'philosophers']",https://www.wikiart.org/en/felix-vallotton/italian-poet-and-philosopher-giacomo-leopardi-1895,https://uploads1.wikiart.org/images/felix-vallotton/italian-poet-and-philosopher-giacomo-leopardi-1895.jpg!Large.jpg,117930-italian-poet-and-philosopher-giacomo-leopardi-1895.jpg
Paul Cezanne,Post-Impressionism,portrait,Post-Impressionism,,https://www.wikiart.org/en/paul-cezanne/woman-in-a-red-striped-dress,https://uploads3.wikiart.org/images/paul-cezanne/woman-in-a-red-striped-dress.jpg!Large.jpg,113064-woman-in-a-red-striped-dress.jpg
Taras Shevchenko,Romanticism,portrait,Romanticism,"['female-portraits', 'Hair', 'Photograph', 'Lady', 'Hairstyle', 'Forehead', 'Chin']",https://www.wikiart.org/en/taras-shevchenko/head-of-a-woman-1834,https://uploads8.wikiart.org/images/taras-shevchenko/head-of-a-woman-1834.jpg!Large.jpg,42007-head-of-a-woman-1834.jpg
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/sailor-boy-portrait-of-robert-nunes-1883,https://uploads6.wikiart.org/images/pierre-auguste-renoir/sailor-boy-portrait-of-robert-nunes-1883.jpg!Large.jpg,94866-sailor-boy-portrait-of-robert-nunes-1883.jpg
Mana Parpulova,Expressionism,portrait,Expressionism,"['Violet', 'Cheek']",https://www.wikiart.org/en/mana-parpulova/rodopska-devoyka,https://uploads4.wikiart.org/00282/images/mana-parpulova/03-parpulova-m.jpg!Large.jpg,138033-03-parpulova-m.jpg
Dante Gabriel Rossetti,Romanticism,portrait,Romanticism,"['female-portraits', 'Hair', 'Face', 'Chin', 'Hairstyle', 'Eyebrow', 'Lip', 'Head', 'Beauty', 'Lady', 'Forehead']",https://www.wikiart.org/en/dante-gabriel-rossetti/study-for-a-vision-of-fiammetta,https://uploads7.wikiart.org/images/dante-gabriel-rossetti/study-for-a-vision-of-fiammetta.jpg!Large.jpg,45924-study-for-a-vision-of-fiammetta.jpg
John William Godward,Neoclassicism,portrait,Neoclassicism,"['female-portraits', 'Hair', 'Hairstyle', 'Shoulder', 'Beauty', 'Lady', 'Chin', 'Neck', 'Blackhair', 'Longhair']",https://www.wikiart.org/en/john-william-godward/cassotis-1914,https://uploads5.wikiart.org/images/john-william-godward/cassotis-1914.jpg!Large.jpg,34265-cassotis-1914.jpg
Joshua Reynolds,Rococo,portrait,Rococo,"['female-portraits', 'Lady']",https://www.wikiart.org/en/joshua-reynolds/lady-elizabeth-compton,https://uploads0.wikiart.org/images/joshua-reynolds/lady-elizabeth-compton.jpg!Large.jpg,26228-lady-elizabeth-compton.jpg
Joy Hester,Expressionism,portrait,Expressionism,"['children', 'games-and-toys', 'Hairstyle', 'Hairaccessory', 'Darkness']",https://www.wikiart.org/en/joy-hester/dos-ninas-en-la-calle-1957,https://uploads8.wikiart.org/00285/images/joy-hester/dos-nin-as-en-la-calle.jpg!Large.jpg,137572-dos-nin-as-en-la-calle.jpg
Henry Raeburn,Romanticism,portrait,Romanticism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/henry-raeburn/mrs-mclean-of-kinlochaline,https://uploads2.wikiart.org/images/henry-raeburn/mrs-mclean-of-kinlochaline.jpg!Large.jpg,35458-mrs-mclean-of-kinlochaline.jpg
Arthur Pan,Realism,portrait,Classical Realism,"['Gentleman', 'Official']",https://www.wikiart.org/en/arthur-pan/claude-grahame-white-1951,https://uploads1.wikiart.org/00257/images/arthur-pan/claude-grahame-white-1951-1.jpg!Large.jpg,228844-claude-grahame-white-1951-1.jpg
Fyodor Rokotov,Rococo,portrait,Rococo,"['male-portraits', 'Lady']",https://www.wikiart.org/en/fyodor-rokotov/portrait-of-an-unknown-man-in-a-green-caftan,https://uploads3.wikiart.org/images/fyodor-rokotov/portrait-of-an-unknown-man-in-a-green-caftan.jpg!Large.jpg,27230-portrait-of-an-unknown-man-in-a-green-caftan.jpg
Josef Albers,Expressionism,portrait,Abstract Art,"['Sketch', 'Head', 'Nose', 'Jaw', 'Human']",https://www.wikiart.org/en/josef-albers/portrait-study-1918,https://uploads2.wikiart.org/images/josef-albers/portrait-study-1918.jpg,159363-portrait-study-1918.jpg
Samuel Dirksz van Hoogstraten,Baroque,"portrait,trompe-l'œil",Baroque,"['Carving', 'Stonecarving', 'Window']",https://www.wikiart.org/en/samuel-dirksz-van-hoogstraten/old-man-looking-through-a-window-1653,https://uploads7.wikiart.org/00383/images/samuel-dirksz-van-hoogstraten/man-at-a-window-samuel-van-hoogstraten.jpg!Large.jpg,17478-man-at-a-window-samuel-van-hoogstraten.jpg
William Orpen,Post-Impressionism,portrait,Post-Impressionism,['Soldier'],https://www.wikiart.org/en/william-orpen/a-grenadier-guardsman-1917,https://uploads1.wikiart.org/images/william-orpen/a-grenadier-guardsman-1917.jpg,122474-a-grenadier-guardsman-1917.jpg
John Simpson,Romanticism,portrait,Neoclassicism,['Cheek'],https://www.wikiart.org/en/john-simpson/clarkson-stanfield-1829-1,https://uploads0.wikiart.org/images/john-simpson/clarkson-stanfield-1829-1.jpg!Large.jpg,32873-clarkson-stanfield-1829-1.jpg
Oskar Kokoschka,Expressionism,self-portrait,Expressionism,"['male-portraits', 'famous-people']",https://www.wikiart.org/en/oskar-kokoschka/not_detected_235864,https://uploads6.wikiart.org/images/oskar-kokoschka/not_detected_235864.jpg!Large.jpg,132484-not_detected_235864.jpg
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/camille-monet-and-her-son-jean-in-the-garden-at-argenteuil-1874,https://uploads2.wikiart.org/images/pierre-auguste-renoir/camille-monet-and-her-son-jean-in-the-garden-at-argenteuil-1874.jpg!Large.jpg,94529-camille-monet-and-her-son-jean-in-the-garden-at-argenteuil-1874.jpg
George Dawe,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/george-dawe/evgeny-ivanovich-olenin-russian-general,https://uploads3.wikiart.org/00318/images/george-dawe/olenin-evgeny-ivanovich.jpg!Large.jpg,32854-olenin-evgeny-ivanovich.jpg
Joseph Kreutzinger,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/joseph-kreutzinger/portrat-der-familie-des-osterreichischen-kaisers-1805,https://uploads6.wikiart.org/00322/images/joseph-kreutzinger/josef-kreutzinger-kaiserliche-familie.jpg,31406-josef-kreutzinger-kaiserliche-familie.jpg
Felix Nadar,Pictorialism,"photo,portrait",Pictorialism,,https://www.wikiart.org/en/nadar/stephane-mallarme,https://uploads4.wikiart.org/00335/images/nadar/atelier-nadar-st-phane-mallarm-1842-1898-dichter-zeno-fotografie.jpg!Large.jpg,196587-atelier-nadar-st-phane-mallarm-1842-1898-dichter-zeno-fotografie.jpg
Tahir Salahov,Expressionism,portrait,Socialist Realism,"['Sketch', 'Forehead', 'Jaw', 'Mouth']",https://www.wikiart.org/en/tahir-salahov/male-portrait-1964,https://uploads1.wikiart.org/00126/images/tahir-salahov/male-portrait-1964.jpg!Large.jpg,196177-male-portrait-1964.jpg
Felix Vallotton,Realism,portrait,Post-Impressionism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/felix-vallotton/marthe-mellot-wife-of-alfred-natanson-1906,https://uploads2.wikiart.org/images/felix-vallotton/marthe-mellot-wife-of-alfred-natanson-1906.jpg!Large.jpg,118102-marthe-mellot-wife-of-alfred-natanson-1906.jpg
Dante Gabriel Rossetti,Romanticism,portrait,Romanticism,"['female-portraits', 'Hair', 'Face', 'Hairstyle', 'Lady', 'Chin', 'Eyebrow', 'Beauty', 'Retrostyle', 'Lip']",https://www.wikiart.org/en/dante-gabriel-rossetti/portrait-of-mrs-william-j-stillman-1869,https://uploads6.wikiart.org/images/dante-gabriel-rossetti/portrait-of-mrs-william-j-stillman-1869.jpg!Large.jpg,45840-portrait-of-mrs-william-j-stillman-1869.jpg
Károly Lotz,Romanticism,self-portrait,Romanticism,,https://www.wikiart.org/en/karoly-lotz/self-portrait-1875,https://uploads7.wikiart.org/00317/images/karoly-lotz/lotz-k-roly-narck-p.jpg,47868-lotz-k-roly-narck-p.jpg
Richard Lindner,Mechanistic Cubism,portrait,Cubism,"['male-portraits', 'Gentleman', 'Male', 'Suit', 'Formalwear']",https://www.wikiart.org/en/richard-lindner/great-ideas-of-western-man,https://uploads4.wikiart.org/images/richard-lindner/great-ideas-of-western-man.jpg!Large.jpg,157002-great-ideas-of-western-man.jpg
Kazimir Malevich,Realism,portrait,Abstract Art,['Chin'],https://www.wikiart.org/en/kazimir-malevich/portrait-of-a-woman-1934,https://uploads3.wikiart.org/images/kazimir-malevich/portrait-of-a-woman-1934.jpg!Large.jpg,158425-portrait-of-a-woman-1934.jpg
Boris Kustodiev,Art Nouveau (Modern),portrait,Realism,"['male-portraits', 'costumedesign']",https://www.wikiart.org/en/boris-kustodiev/guys-from-tula-1924,https://uploads6.wikiart.org/images/boris-kustodiev/guys-from-tula-1924.jpg!Large.jpg,76665-guys-from-tula-1924.jpg
Louise Elisabeth Vigee Le Brun,Rococo,portrait,Rococo,"['female-portraits', 'Lady', 'Hairstyle', 'Longhair']",https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/portrait-of-a-young-woman,https://uploads0.wikiart.org/images/louise-elisabeth-vigee-le-brun/portrait-of-a-young-woman.jpg!Large.jpg,27667-portrait-of-a-young-woman.jpg
Aubrey Beardsley,Art Nouveau (Modern),portrait,Art Nouveau,"['fictional-characters', 'Face', 'Head', 'Forehead', 'Eyebrow', 'Neck', 'Nose', 'Chin']",https://www.wikiart.org/en/aubrey-beardsley/by-edgar-allan-poe,https://uploads6.wikiart.org/images/aubrey-beardsley/by-edgar-allan-poe.jpg!Large.jpg,147269-by-edgar-allan-poe.jpg
Chaim Soutine,Unknown,portrait,Expressionism,"['childrenportraits', 'famous-people']",https://www.wikiart.org/en/chaim-soutine/school-boy-in-blue-1937,https://uploads0.wikiart.org/00116/images/chaim-soutine/school-boy-in-blue.png!Large.png,134136-school-boy-in-blue.png!Large.png
Fayum portrait,Coptic art,portrait,Coptic art,"['Head', 'Chin', 'Cheek', 'Forehead']",https://www.wikiart.org/en/fayum-portrait/mummy-portrait-of-a-bearded-man-170,https://uploads7.wikiart.org/00210/images/fayum-portrait/getty-villa-collection-5305528064.jpg!Large.jpg,1792-getty-villa-collection-5305528064.jpg
George Demetrescu Mirea,Academicism,portrait,Academic Art,"['Lady', 'Gentleman']",https://www.wikiart.org/en/george-demetrescu-mirea/nicolae-petra-cu-in-hidalgo,https://uploads4.wikiart.org/images/george-demetrescu-mirea/nicolae-petra-cu-in-hidalgo.jpg!Large.jpg,59589-nicolae-petra-cu-in-hidalgo.jpg
Ernst Ludwig Kirchner,Expressionism,portrait,Expressionism,['female-portraits'],https://www.wikiart.org/en/ernst-ludwig-kirchner/marcella,https://uploads1.wikiart.org/images/ernst-ludwig-kirchner/marcella.jpg!Large.jpg,130264-marcella.jpg
Man Ray,Dada,"photo,portrait",Dada,"['Barechested', 'Chest', 'Male', 'Muscle', 'Sketch', 'Trunk', 'Stomach', 'Chin', 'Arm']",https://www.wikiart.org/en/man-ray/photo-de-suzy-solidor-la-fille-aux-cheveux-de-lin-1929,https://uploads4.wikiart.org/00209/images/man-ray/photo-de-suzy-solidor-la-fille-aux-cheveux-de-lin-par-man-ray-1929-moma-de-new-york.jpg!Large.jpg,169361-photo-de-suzy-solidor-la-fille-aux-cheveux-de-lin-par-man-ray-1929-moma-de-new-york.jpg
Maria Bozoky,Expressionism,"portrait,cityscape",Expressionism,"['Belltower', 'Gentleman', 'City']",https://www.wikiart.org/en/bozoky-maria/a-czech-nobleman,https://uploads7.wikiart.org/00330/images/bozoky-maria/bozoky-ai-861-2.jpg!Large.jpg,137326-bozoky-ai-861-2.jpg
Moise Kisling,Post-Impressionism,portrait,Post-Impressionism,"['female-portraits', 'Clothing', 'Lady', 'Dress', 'Victorianfashion', 'fashion', 'Formalwear', 'costumedesign', 'Gown', 'Fashionmodel', 'Fashiondesign']",https://www.wikiart.org/en/moise-kisling/madeleine-sologne-la-jeunesse-de-leternel-retour,https://uploads1.wikiart.org/images/moise-kisling/not-identified-5.jpg!Large.jpg,126343-not-identified-5.jpg
Jacob Collins,Contemporary Realism,portrait,Classical Realism,"['Face', 'Chin', 'Forehead', 'Nose', 'Cheek', 'Human', 'Jaw']",https://www.wikiart.org/en/jacob-collins/peter-1990,https://uploads3.wikiart.org/images/jacob-collins/peter-1990.jpg,228988-peter-1990.jpg
Egon Schiele,Art Nouveau (Modern),portrait,Expressionism,"['female-portraits', 'Sketch', 'Arm']",https://www.wikiart.org/en/egon-schiele/standing-girl-in-a-plaid-garment,https://uploads7.wikiart.org/images/egon-schiele/standing-girl-in-a-plaid-garment.jpg!Large.jpg,133559-standing-girl-in-a-plaid-garment.jpg
Hans Holbein the Younger,Northern Renaissance,portrait,Northern Renaissance,"['male-portraits', 'childrenportraits']",https://www.wikiart.org/en/hans-holbein-the-younger/portrait-of-a-boy-with-chestnut-hair,https://uploads5.wikiart.org/images/hans-holbein-the-younger/portrait-of-a-boy-with-chestnut-hair.jpg!Large.jpg,9885-portrait-of-a-boy-with-chestnut-hair.jpg
Avigdor Arikha,Contemporary Realism,portrait,Expressionism,"['Hair', 'Face', 'Chin', 'Hairstyle', 'Head', 'Cheek']",https://www.wikiart.org/en/avigdor-arikha/portrait-of-anne-2002,https://uploads7.wikiart.org/images/avigdor-arikha/portrait-of-anne-2002.jpg!Large.jpg,138420-portrait-of-anne-2002.jpg
Hélène de Beauvoir,Post-Impressionism,portrait,Modernism,,https://www.wikiart.org/en/helene-de-beauvoir/portrait-de-simone-en-veste-rouge-1986,https://uploads7.wikiart.org/00314/images/helene-de-beauvoir/portrait-de-simone-en-veste-rouge-1986.jpg!Large.jpg,174129-portrait-de-simone-en-veste-rouge-1986.jpg
Allan Ramsay,Rococo,portrait,Rococo,"['male-portraits', 'famous-people']",https://www.wikiart.org/en/allan-ramsay/portrait-of-archibald-campbell-3rd-duke-of-argyll,https://uploads6.wikiart.org/images/allan-ramsay/portrait-of-archibald-campbell-3rd-duke-of-argyll.jpg!Large.jpg,25831-portrait-of-archibald-campbell-3rd-duke-of-argyll.jpg
Giorgio de Chirico,Neo-baroque,self-portrait,Metaphysical art,"['male-portraits', 'famous-people', 'Giorgio-de-Chirico']",https://www.wikiart.org/en/giorgio-de-chirico/self-portrait-1,https://uploads5.wikiart.org/images/giorgio-de-chirico/self-portrait-1.jpg!Large.jpg,172233-self-portrait-1.jpg
M.C. Escher,Expressionism,self-portrait,Surrealism,"['male-portraits', 'famous-people', 'Maurits-Cornelis-Escher', 'Facialhair', 'Sketch', 'Head', 'Beard', 'Moustache', 'Forehead']",https://www.wikiart.org/en/m-c-escher/self-portrait-2,https://uploads6.wikiart.org/images/m-c-escher/self-portrait-2.jpg!Large.jpg,182657-self-portrait-2.jpg
Tamara de Lempicka,Art Deco,portrait,Art Deco,['Beauty'],https://www.wikiart.org/en/tamara-de-lempicka/in-the-middle-of-summer-1928,https://uploads0.wikiart.org/images/tamara-de-lempicka/in-the-middle-of-summer-1928.jpg!Large.jpg,178759-in-the-middle-of-summer-1928.jpg
Nicholas Roerich,Realism,portrait,Symbolism,"['male-portraits', 'Forehead', 'Head', 'Chin', 'Facialhair']",https://www.wikiart.org/en/nicholas-roerich/lahor-blacksmith-from-kulu-1937,https://uploads0.wikiart.org/images/nicholas-roerich/lahor-blacksmith-from-kulu-1937.jpg,86099-lahor-blacksmith-from-kulu-1937.jpg
Vasily Surikov,Realism,self-portrait,Realism,"['male-portraits', 'famous-people', 'Beard']",https://www.wikiart.org/en/vasily-surikov/self-portrait-1902,https://uploads4.wikiart.org/images/vasily-surikov/self-portrait-1902.jpg!Large.jpg,71325-self-portrait-1902.jpg
Francesco Didioni,Romanticism,portrait,Romanticism,"['female-portraits', '1880spaintingsfromItaly']",https://www.wikiart.org/en/francesco-didioni/portrait-of-young-blond-woman-1888,https://uploads5.wikiart.org/00331/images/francesco-didioni/40-francesco-didioni-ritratto-di-giovane-donna-bionda.jpg!Large.jpg,49177-40-francesco-didioni-ritratto-di-giovane-donna-bionda.jpg
Constantin Piliuta,Post-Impressionism,portrait,Post-Impressionism,,https://www.wikiart.org/en/constantin-piliuta/the-philosopher,https://uploads5.wikiart.org/images/constantin-piliuta/the-philosopher.jpg!Large.jpg,127586-the-philosopher.jpg
Christian Schad,Magic Realism,portrait,Dada,"['Barechested', 'Tattoo', 'Male', 'Chest', 'Arm', 'Flesh', 'Muscle', 'Trunk', 'Human', 'Humanbody']",https://www.wikiart.org/en/christian-schad/portrait-of-egon-erwin-1928,https://uploads5.wikiart.org/images/christian-schad/portrait-of-egon-erwin-1928.jpg!Large.jpg,169879-portrait-of-egon-erwin-1928.jpg
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,['Beard'],https://www.wikiart.org/en/pierre-auguste-renoir/portrait-of-charles-terrasse,https://uploads3.wikiart.org/images/pierre-auguste-renoir/portrait-of-charles-terrasse.jpg!Large.jpg,95126-portrait-of-charles-terrasse.jpg
Jean Auguste Dominique Ingres,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/jean-auguste-dominique-ingres/nicolo-paganini,https://uploads5.wikiart.org/00381/images/jean-auguste-dominique-ingres/nicolo-paganini-jean-auguste-dominique-ingres.jpg!Large.jpg,32478-nicolo-paganini-jean-auguste-dominique-ingres.jpg
Candido Portinari,Social Realism,portrait,Modernismo,"['Barechested', 'Chest', 'Male', 'Chin', 'Human']",https://www.wikiart.org/en/candido-portinari/o-mesti-o-1934,https://uploads3.wikiart.org/images/candido-portinari/o-mesti-o-1934.jpg!Large.jpg,215650-o-mesti-o-1934.jpg
Boris Kustodiev,Art Nouveau (Modern),portrait,Realism,"['male-portraits', 'famous-people', 'pictures-and-drafts', 'F.F.-Notgaft']",https://www.wikiart.org/en/boris-kustodiev/portrait-of-f-f-notgaft-collector-1918,https://uploads7.wikiart.org/images/boris-kustodiev/portrait-of-f-f-notgaft-collector-1918.jpg!Large.jpg,76468-portrait-of-f-f-notgaft-collector-1918.jpg
Nicolae Tonitza,Post-Impressionism,portrait,Post-Impressionism,"['Lady', 'Head', 'Nose', 'Cheek', 'Forehead', 'Headgear']",https://www.wikiart.org/en/nicolae-tonitza/nuns,https://uploads8.wikiart.org/images/nicolae-tonitza/nuns.jpg,126137-nuns.jpg
Paul Cezanne,Post-Impressionism,self-portrait,Post-Impressionism,['Facialhair'],https://www.wikiart.org/en/paul-cezanne/self-portrait-3,https://uploads8.wikiart.org/images/paul-cezanne/self-portrait-3.jpg!Large.jpg,112853-self-portrait-3.jpg
Guercino,Baroque,portrait,Baroque,['Reading'],https://www.wikiart.org/en/guercino/portrait-of-fra-bonaventura-bisi-called-il-pittorino-1658,https://uploads1.wikiart.org/images/guercino/portrait-of-fra-bonaventura-bisi-called-il-pittorino-1658.jpg!Large.jpg,12970-portrait-of-fra-bonaventura-bisi-called-il-pittorino-1658.jpg
Gustav Klimt,Symbolism,portrait,Symbolism,['female-portraits'],https://www.wikiart.org/en/gustav-klimt/old-woman-1909,https://uploads7.wikiart.org/images/gustav-klimt/old-woman-1909.jpg!Large.jpg,82880-old-woman-1909.jpg
Amedeo Modigliani,Expressionism,portrait,Expressionism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/amedeo-modigliani/portrait-of-paul-alexandre-1909,https://uploads2.wikiart.org/images/amedeo-modigliani/portrait-of-paul-alexandre-1909.jpg!Large.jpg,131426-portrait-of-paul-alexandre-1909.jpg
Gustave Courbet,Realism,portrait,Realism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/gustave-courbet/mother-gregoire-1855,https://uploads7.wikiart.org/images/gustave-courbet/mother-gregoire-1855.jpg!Large.jpg,62288-mother-gregoire-1855.jpg
Marie-Guillemine Benoist,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/marie-guillemine-benoist/portrait-of-felice-baciocchi,https://uploads8.wikiart.org/00380/images/marie-guillemine-benoist/portrait-of-felice-baciocchi-marie-guillemine-benoist.jpg!Large.jpg,31988-portrait-of-felice-baciocchi-marie-guillemine-benoist.jpg
Gazmend Freitag,Contemporary Realism,portrait,Contemporary Realism,"['Face', 'Sketch', 'Chin', 'Forehead', 'Nose', 'Head', 'Cheek']",https://www.wikiart.org/en/gazmend-freitag/mentor-thaqi,https://uploads5.wikiart.org/00111/images/gazmend-freitag/0-1.jpg!Large.jpg,240048-0-1.jpg
Jean-Baptiste Greuze,Unknown,self-portrait,Rococo,['Lady'],https://www.wikiart.org/en/jean-baptiste-greuze/self-portrait-1785,https://uploads1.wikiart.org/images/jean-baptiste-greuze/self-portrait-1785.jpg!Large.jpg,26350-self-portrait-1785.jpg
Fyodor Bronnikov,Romanticism,portrait,Romanticism,"['male-portraits', 'female-portraits', 'group-portraits', 'boats-and-ships', 'Watertransportation', 'Vehicle', 'Boat']",https://www.wikiart.org/en/fyodor-bronnikov/meeting-of-princess-1883,https://uploads3.wikiart.org/images/fyodor-bronnikov/meeting-of-princess-1883.jpg!Large.jpg,45640-meeting-of-princess-1883.jpg
George Romney,Rococo,portrait,Rococo,"['Face', 'Cheek']",https://www.wikiart.org/en/george-romney/thomas-alphonso-hayley-1780-1800-1785,https://uploads4.wikiart.org/images/george-romney/thomas-alphonso-hayley-1780-1800-1785.jpg!Large.jpg,26953-thomas-alphonso-hayley-1780-1800-1785.jpg
Paul Cezanne,Post-Impressionism,portrait,Post-Impressionism,"['Figuredrawing', 'Sketch', 'Sitting']",https://www.wikiart.org/en/paul-cezanne/seated-woman-1895,https://uploads1.wikiart.org/images/paul-cezanne/seated-woman-1895.jpg!Large.jpg,113034-seated-woman-1895.jpg
Vasily Tropinin,Romanticism,portrait,Romanticism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/vasily-tropinin/kireyevsk-e-v-1839,https://uploads4.wikiart.org/images/vasily-tropinin/kireyevsk-e-v-1839.jpg,37114-kireyevsk-e-v-1839.jpg
